city,state,latitude,longitude,population,source_name
HAMPTON,NJ,40.70704,-74.956,1361,Hampton
HAMPTON,VA,37.02987,-76.34522,137148,Hampton
HAMPTONVILLE,NC,36.09847,-80.76035,0,Hamptonville
HAMSHIRE,TX,29.86161,-94.31241,0,Hamshire
HANCEVILLE,AL,34.06065,-86.7675,3281,Hanceville
HANCOCK,MD,39.69898,-78.17973,1550,Hancock
HANKAMER,TX,29.85828,-94.62686,0,Hankamer
HANKINSON,ND,46.06968,-96.90175,908,Hankinson
HANNA,IN,41.41199,-86.78002,463,Hanna
HANNIBAL,MO,39.70838,-91.35848,17839,Hannibal
HANNIBAL,OH,39.6673,-80.87204,411,Hannibal
HANOVER,KS,39.89389,-96.87947,668,Hanover
HANOVER PARK,IL,41.99947,-88.14507,38333,Hanover Park
HANSON,KY,37.41727,-87.48083,736,Hanson
HARDEEVILLE,SC,32.28714,-81.08067,5301,Hardeeville
HARDIN,MT,45.73248,-107.61203,3800,Hardin
HARDY,AR,36.3159,-91.48264,759,Hardy
HARFORD,PA,41.7823,-75.70158,0,Harford
HARLEM,GA,33.41458,-82.31262,2967,Harlem
HARLEYVILLE,SC,33.21461,-80.44787,694,Harleyville
HARLINGEN,TX,26.19063,-97.6961,65774,Harlingen
HARPURSVILLE,NY,42.17841,-75.62463,0,Harpursville
HARRISBURG,IL,37.73838,-88.54061,8891,Harrisburg
HARRISBURG,NC,35.32395,-80.65784,14539,Harrisburg
HARRISBURG,PA,40.2737,-76.88442,50183,Harrisburg
HARRISBURG,SD,43.43137,-96.69727,5498,Harrisburg
HARRISON,AR,36.22979,-93.10768,13138,Harrison
HARRISON,OH,39.262,-84.81995,9897,Harrison
HARRISONBURG,VA,38.44957,-78.86892,52538,Harrisonburg
HARRISONVILLE,MO,38.65334,-94.34884,9986,Harrisonville
HARRISVILLE,PA,41.13673,-80.00922,880,Harrisville
HARROLD,TX,34.08065,-99.0323,0,Harrold
HART,MI,43.69834,-86.36397,2098,Hart
HARTFORD,AL,31.1024,-85.69688,2647,Hartford
HARTFORD,CT,41.76371,-72.68509,121054,Hartford
HARTFORD,IL,38.83338,-90.09594,1382,Hartford
HARTFORD,SD,43.62303,-96.94255,3025,Hartford
HARTFORD,TN,35.81676,-83.14321,0,Hartford
HARTFORD,WI,43.31778,-88.37899,14355,Hartford
HARTLAND,WI,43.10501,-88.34204,9219,Hartland
HARTSVILLE,SC,34.37404,-80.0734,7826,Hartsville
HARWOOD,ND,46.97941,-96.88064,788,Harwood
HASKELL,TX,33.1576,-99.7337,3226,Haskell
HASLET,TX,32.97485,-97.3478,1786,Haslet
HASTINGS,FL,29.71802,-81.50813,632,Hastings
HASTINGS,MN,44.7433,-92.85243,22554,Hastings
HASTINGS,NE,40.58612,-98.38839,24924,Hastings
HATCH,NM,32.66536,-107.15307,1600,Hatch
HATTIESBURG,MS,31.32712,-89.29034,46805,Hattiesburg
HAUBSTADT,IN,38.20504,-87.57419,1660,Haubstadt
HAUGHTON,LA,32.53265,-93.50406,3334,Haughton
HAVANA,IL,40.30004,-90.06095,3076,Havana
HAW RIVER,NC,36.09153,-79.36419,2402,Haw River
HAWKINSVILLE,GA,32.28377,-83.47212,5471,Hawkinsville
HAWLEY,TX,32.61206,-99.81426,614,Hawley
HAWTHORNE,FL,29.59191,-82.08732,1492,Hawthorne
HAWTHORNE,NV,38.52464,-118.62458,3269,Hawthorne
HAYS,KS,38.87918,-99.32677,21092,Hays
HAYTI,MO,36.23368,-89.74953,2787,Hayti
HAYWARD,WI,46.01301,-91.48462,2296,Hayward
HAZELWOOD,MO,38.77144,-90.37095,25661,Hazelwood
HAZEN,AR,34.78093,-91.58097,1404,Hazen
HAZLEHURST,GA,31.86963,-82.5943,4196,Hazlehurst
HAZLETON,PA,40.95842,-75.97465,24825,Hazleton
HEADLAND,AL,31.35128,-85.34216,4736,Headland
HEARNE,TX,30.87852,-96.59303,4456,Hearne
HEAVENER,OK,34.88927,-94.60078,3340,Heavener
HEBBRONVILLE,TX,27.30688,-98.68032,4558,Hebbronville
HEBRON,IN,41.31865,-87.20031,3704,Hebron
HEBRON,NE,40.16639,-97.58588,1543,Hebron
HEBRON,OH,39.96173,-82.49127,2409,Hebron
HEFLIN,AL,33.64899,-85.58746,3499,Heflin
HEIDELBERG,MS,31.88682,-88.98394,684,Heidelberg
HEISKELL,TN,36.08175,-84.0538,0,Heiskell
HELENA,MT,46.59271,-112.03611,32091,Helena
HELPER,UT,39.68413,-110.85461,2112,Helper
HEMINGWAY,SC,33.75378,-79.44756,432,Hemingway
HENDERSON,KY,37.83615,-87.59001,28890,Henderson
HENDERSON,NE,40.77973,-97.81227,997,Henderson
HENDERSON,NV,36.0397,-114.98194,285667,Henderson
HENDERSONVILLE,NC,35.31873,-82.46095,13814,Hendersonville
HENNESSEY,OK,36.1092,-97.89867,2199,Hennessey
HENRICO,VA,36.59264,-78.61611,0,Henrico
HENRIETTA,NY,43.05923,-77.61222,42581,Henrietta
HENRIETTA,TX,33.81732,-98.19532,3014,Henrietta
HENRY,IL,41.11142,-89.35648,2327,Henry
HENRYETTA,OK,35.43983,-95.98194,5765,Henryetta
HENSLEY,AR,34.50537,-92.2057,139,Hensley
HEPHZIBAH,GA,33.31403,-82.09679,3936,Hephzibah
HERCULANEUM,MO,38.26839,-90.38012,3935,Herculaneum
HEREFORD,TX,34.81521,-102.39932,15021,Hereford
HERMISTON,OR,45.84041,-119.28946,17201,Hermiston
HERMITAGE,PA,41.23339,-80.44868,16028,Hermitage
HERMLEIGH,TX,32.63511,-100.75928,345,Hermleigh
HERMOSA,SD,43.83971,-103.19102,392,Hermosa
HERON LAKE,MN,43.79496,-95.32028,676,Heron Lake
HERSHEY,NE,41.15861,-101.00265,666,Hershey
HERSHEY,PA,40.28592,-76.65025,14257,Hershey
HERTFORD,NC,36.19016,-76.46605,2148,Hertford
HESSTON,KS,38.13834,-97.43143,3813,Hesston
HEWITT,TX,31.46239,-97.19584,14252,Hewitt
HEYBURN,ID,42.55852,-113.7639,3223,Heyburn
HEYWORTH,IL,40.31337,-88.97369,2890,Heyworth
HIALEAH,FL,25.8576,-80.27811,237069,Hialeah
HIAWATHA,KS,39.8525,-95.53582,3095,Hiawatha
HICKORY,NC,35.73319,-81.3412,40374,Hickory
HICKORY HILLS,IL,41.72559,-87.82506,14122,Hickory Hills
HIDALGO,TX,26.10035,-98.26307,13709,Hidalgo
HIGGINSVILLE,MO,39.07251,-93.71716,4662,Higginsville
HIGH POINT,NC,35.95569,-80.00532,110268,High Point
HIGHLAND,IN,41.55365,-87.45198,22936,Highland
HILLSBORO,TN,35.41258,-85.97026,450,Hillsboro
HILLSBORO,TX,32.01099,-97.13001,8321,Hillsboro
HILLSBOROUGH,NJ,40.4776,-74.62682,38303,Hillsborough
HILLSDALE,IL,41.61364,-90.1729,510,Hillsdale
HILLSVILLE,VA,36.76263,-80.73479,2677,Hillsville
HINCKLEY,MN,46.01134,-92.94437,1806,Hinckley
HINSDALE,IL,41.80086,-87.93701,17628,Hinsdale
HINTON,IA,42.62777,-96.29169,938,Hinton
HINTON,OK,35.47144,-98.35562,3244,Hinton
HIXTON,WI,44.38579,-91.01432,426,Hixton
HOBART,IN,41.53226,-87.25504,28404,Hobart
HOBBS,NM,32.70261,-103.13604,38416,Hobbs
HOGANSBURG,NY,44.97394,-74.66324,0,Hogansburg
HOGANSVILLE,GA,33.17318,-84.91494,3110,Hogansville
HOLBROOK,AZ,34.90225,-110.15818,5019,Holbrook
HOLCOMB,KS,37.98614,-100.98933,2163,Holcomb
HOLDEN,ME,44.75285,-68.67892,2939,Holden
HOLDREGE,NE,40.44029,-99.36982,5561,Holdrege
HOLLADAY,TN,35.87062,-88.14587,0,Holladay
HOLLAND,IA,42.39887,-92.80048,280,Holland
HOLLAND,MI,42.78752,-86.10893,33742,Holland
HOLLAND,OH,41.62172,-83.7116,1699,Holland
HOLLY,MI,42.79197,-83.62773,6169,Holly
HOLLY SPRINGS,MS,31.31573,-89.97786,7901,Holly Springs
HOLMEN,WI,43.9633,-91.25625,9651,Holmen
HOLSTEIN,IA,42.48915,-95.545,1391,Holstein
HOLT,MO,39.45278,-94.34217,471,Holt
HOMER GLEN,IL,41.60003,-87.93811,24395,Homer Glen
HOMERVILLE,GA,31.0366,-82.74708,2480,Homerville
HOMESTEAD,FL,25.46872,-80.47756,80737,Homestead
HONDO,TX,29.34746,-99.14142,9119,Hondo
HONEA PATH,SC,34.4465,-82.39151,3707,Honea Path
HOOKER,OK,36.86003,-101.2135,1996,Hooker
HOOKS,TX,33.46623,-94.28853,2744,Hooks
HOOPESTON,IL,40.46726,-87.66836,5220,Hoopeston
HOPE HULL,AL,32.26986,-86.35719,0,Hope Hull
HOPE MILLS,NC,34.97044,-78.94531,16163,Hope Mills
HOPEWELL,VA,37.30432,-77.2872,22378,Hopewell
HOPKINSVILLE,KY,36.86561,-87.49117,32205,Hopkinsville
HORICON,WI,43.45138,-88.63121,3689,Horicon
HORSE CAVE,KY,37.1795,-85.90692,2344,Horse Cave
HORSEHEADS,NY,42.16702,-76.82051,6616,Horseheads
HORSESHOE BAY,TX,30.54429,-98.37394,3560,Horseshoe Bay
HORTONVILLE,WI,44.3347,-88.63816,2712,Hortonville
HOSFORD,FL,30.38705,-84.79943,650,Hosford
HOSSTON,LA,32.88764,-93.87851,309,Hosston
HOT SPRINGS,SD,43.43165,-103.47436,3532,Hot Springs
HOT SPRINGS NATIONAL PARK,AR,34.5037,-93.05518,35635,Hot Springs
HOUGHTON LAKE,MI,44.31474,-84.76475,3427,Houghton Lake
HOULTON,ME,46.12616,-67.8403,5002,Houlton
HOUMA,LA,29.59577,-90.71953,34287,Houma
HOUSTON,MS,33.89845,-88.99923,3544,Houston
HOWARD CITY,MI,43.39558,-85.46782,1792,Howard City
HOWE,IN,41.72144,-85.42054,807,Howe
HUBBARD,OH,41.15645,-80.56924,7650,Hubbard
HUDSON,CO,40.07359,-104.64302,1571,Hudson
HUDSON,FL,28.36445,-82.69343,12158,Hudson
HUDSON,NH,42.76481,-71.43979,7336,Hudson
HUDSON,WI,44.97469,-92.75687,13566,Hudson
HUDSONVILLE,MI,42.87086,-85.86504,7324,Hudsonville
HUGO,MN,45.15997,-92.99327,14388,Hugo
HUGO,OK,34.01066,-95.50968,5224,Hugo
HUGOTON,KS,37.1753,-101.3496,3964,Hugoton
HUNT VALLEY,MD,39.49983,-76.64108,23915,Hunt Valley
HUNTINGTON,IN,40.8831,-85.49748,17095,Huntington
HUNTINGTON,OR,44.35127,-117.26657,437,Huntington
HUNTINGTON,WV,38.41925,-82.44515,48638,Huntington
HUNTSVILLE,AL,34.7304,-86.58594,215006,Huntsville
HUNTSVILLE,AR,36.08619,-93.7413,2378,Huntsville
HUNTSVILLE,TX,30.72353,-95.55078,40938,Huntsville
HURLOCK,MD,38.62428,-75.85438,2092,Hurlock
HURON,SD,44.36332,-98.21426,13313,Huron
HURRICANE,WV,38.43259,-82.02014,6493,Hurricane
HURRICANE MILLS,TN,35.97117,-87.78197,0,Hurricane Mills
HUTCHINS,TX,32.6493,-96.71305,5727,Hutchins
HUTCHINSON,MN,44.88774,-94.36971,13913,Hutchinson
HUTTO,TX,30.5427,-97.54667,22722,Hutto
HUXLEY,IA,41.89527,-93.60077,3536,Huxley
HYATTSVILLE,MD,38.95594,-76.94553,18501,Hyattsville
IDA,LA,33.0043,-93.8949,215,Ida
IDABEL,OK,33.89566,-94.82633,7007,Idabel
IDAHO FALLS,ID,43.46658,-112.03414,59184,Idaho Falls
IDALOU,TX,33.66647,-101.68294,2337,Idalou
IMLAY,NV,40.66074,-118.15042,171,Imlay
IMLAY CITY,MI,43.02475,-83.07772,3573,Imlay City
IMMOKALEE,FL,26.41869,-81.4173,24154,Immokalee
INA,IL,38.15116,-88.90396,2360,Ina
INDEPENDENCE,IA,42.4686,-91.88934,6028,Independence
INDIAN SPRINGS,NV,36.56968,-115.67058,991,Indian Springs
INDIANAPOLIS,IN,39.76838,-86.15804,887642,Indianapolis
INDIANOLA,MS,33.45095,-90.65509,9943,Indianola
INGLESIDE,TX,27.8778,-97.21166,9695,Ingleside
INMAN,SC,35.04706,-82.09011,2273,Inman
INTERNATIONAL FALLS,MN,48.60105,-93.41098,6158,International Falls
INVER GROVE HEIGHTS,MN,44.84802,-93.04272,34857,Inver Grove Heights
INWOOD,WV,39.35788,-78.04,2954,Inwood
IOLA,KS,37.92448,-95.39998,5470,Iola
IONIA,MI,42.98725,-85.07112,11372,Ionia
IOWA,LA,30.23687,-93.01376,3219,Iowa
IOWA CITY,IA,41.66113,-91.53017,74220,Iowa City
IOWA FALLS,IA,42.52248,-93.25131,5195,Iowa Falls
IOWA PARK,TX,33.95148,-98.66867,6344,Iowa Park
IRON MOUNTAIN,MI,45.82023,-88.06596,7504,Iron Mountain
IRONTON,OH,38.53675,-82.68294,10900,Ironton
IRONWOOD,MI,46.45467,-90.17101,5002,Ironwood
IRVING,NY,42.56756,-79.11282,0,Irving
IRVING,TX,32.81402,-96.94889,236607,Irving
IRVINGTON,AL,34.63981,-86.92917,0,Irvington
ISANTI,MN,45.49024,-93.24773,5464,Isanti
ISLANDIA,NY,40.80426,-73.169,3382,Islandia
ISOM,KY,37.18788,-82.89877,0,Isom
ITALY,TX,32.18404,-96.88472,1897,Italy
ITASCA,IL,41.97503,-88.00729,8798,Itasca
ITHACA,MI,43.2917,-84.6075,2834,Ithaca
IVANHOE,MN,44.4633,-96.24726,550,Ivanhoe
IVYDALE,WV,38.53565,-81.03483,0,Ivydale
JACKPOT,NV,41.98324,-114.67476,1195,Jackpot
JACKSBORO,TX,33.21845,-98.15866,4424,Jacksboro
JACKSON,AL,33.81382,-85.7613,12222,Jacksonville
JACKSON,GA,32.65376,-83.75963,5105,Byron
JACKSON,MI,42.24587,-84.40135,33133,Jackson
JACKSON,MN,43.62079,-94.9886,3234,Jackson
JACKSON,MO,37.38227,-89.66621,14869,Jackson
JACKSON,MS,32.29876,-90.18481,153701,Jackson
JACKSON,NE,42.44861,-96.56476,217,Jackson
JACKSON,OH,39.05202,-82.63655,6243,Jackson
JACKSON,TN,35.61452,-88.81395,66975,Jackson
JACKSONVILLE,AR,34.8662,-92.11015,28643,Jacksonville
JACKSONVILLE,FL,30.33218,-81.65565,1009833,Jacksonville
JACKSONVILLE,IL,39.73394,-90.22901,19103,Jacksonville
JACKSONVILLE,NC,34.75405,-77.43024,67357,Jacksonville
JACKSONVILLE,TX,31.96378,-95.2705,14884,Jacksonville
JAL,NM,32.11318,-103.19351,2201,Jal
JAMESTOWN,MO,38.76559,-92.48074,391,Jamestown
JAMESTOWN,ND,46.91054,-98.70844,15422,Jamestown
JAMESTOWN,NM,35.4708,-108.44206,0,Jamestown
JAMESTOWN,NY,42.097,-79.23533,30075,Jamestown
JAMESTOWN,SC,33.286,-79.69257,80,Jamestown
JANE LEW,WV,39.10982,-80.40676,409,Jane Lew
JANESVILLE,IA,42.64609,-92.46296,954,Janesville
JANESVILLE,MN,44.11608,-93.708,2254,Janesville
JANESVILLE,WI,42.68279,-89.01872,64123,Janesville
JARRELL,TX,30.82491,-97.60445,1171,Jarrell
JASPER,AL,33.83122,-87.27751,14071,Jasper
JASPER,FL,30.51827,-82.94819,4155,Jasper
JASPER,GA,34.46787,-84.42909,3762,Jasper
JASPER,IN,38.39144,-86.93111,15451,Jasper
JASPER,MO,37.33616,-94.30134,928,Jasper
JASPER,TN,35.07424,-85.62608,3312,Jasper
JASPER,TX,30.9202,-93.99658,7619,Jasper
JEAN,NV,35.77887,-115.32388,0,Jean
JEFFERSON,GA,34.11705,-83.57239,10195,Jefferson
JEFFERSON,IA,42.01526,-94.37747,4204,Jefferson
JEFFERSON,TX,30.09299,-93.73655,19347,Orange
JEFFERSON,WI,43.00556,-88.80733,7941,Jefferson
JEFFERSON CITY,MO,38.5767,-92.17352,42595,Jefferson City
JEFFERSONVILLE,GA,34.11705,-83.57239,10195,Jefferson
JEFFERSONVILLE,OH,39.65367,-83.56381,1192,Jeffersonville
JEMISON,AL,32.95985,-86.74665,2619,Jemison
JENNINGS,FL,30.6041,-83.09792,870,Jennings
JENNINGS,LA,30.22243,-92.65708,10180,Jennings
JEROME,ID,42.72407,-114.51865,11184,Jerome
JERSEY CITY,NJ,40.72816,-74.07764,264290,Jersey City
JESSUP,MD,39.14927,-76.77525,7137,Jessup
JESUP,GA,31.60785,-81.88634,9633,Jesup
JIM THORPE,PA,40.87592,-75.73241,4641,Jim Thorpe
JOAQUIN,TX,31.96578,-94.05499,817,Joaquin
JOELTON,TN,36.31311,-86.86528,0,Joelton
JOHNS ISLAND,SC,32.769,-80.102,0,Johns Island
JOHNSON,KS,37.57057,-101.751,1327,Johnson
JOHNSON CREEK,WI,43.07611,-88.77427,2913,Johnson Creek
JOHNSTON,RI,41.82186,-71.50675,29247,Johnston
JOHNSTOWN,CO,40.33693,-104.9122,14896,Johnstown
JOLIET,IL,41.52519,-88.0834,147861,Joliet
JONESBORO,AR,35.8423,-90.70428,73907,Jonesboro
JONESBURG,MO,38.85338,-91.30599,729,Jonesburg
JONESTOWN,PA,40.4137,-76.4783,1958,Jonestown
JONESVILLE,LA,31.62656,-91.81818,2181,Jonesville
JONESVILLE,NC,36.2393,-80.84452,2257,Jonesville
JOPLIN,MO,37.08423,-94.51328,51818,Joplin
JORDAN,NY,43.06534,-76.47299,1333,Jordan
JOSEPH CITY,AZ,34.95586,-110.33401,1386,Joseph City
JOURDANTON,TX,28.91803,-98.54641,4275,Jourdanton
JUNCTION,TX,30.48936,-99.77201,2444,Junction
JUNCTION CITY,KS,39.02861,-96.8314,24621,Junction City
JUPITER,FL,26.93422,-80.09421,62707,Jupiter
KADOKA,SD,43.83388,-101.50987,707,Kadoka
KALAMA,WA,46.00767,-122.84436,2398,Kalama
KALAMAZOO,MI,42.29171,-85.58723,76041,Kalamazoo
KANE,PA,41.66284,-78.81114,3610,Kane
KANKAKEE,IL,41.12003,-87.86115,26676,Kankakee
KANNAPOLIS,NC,35.48736,-80.62173,46144,Kannapolis
KANSAS CITY,KS,39.11417,-94.62746,152933,Kansas City
KANSAS CITY,MO,39.09973,-94.57857,475378,Kansas City
KARNES CITY,TX,28.88498,-97.90084,3371,Karnes City
KASSON,MN,44.02996,-92.75074,6123,Kasson
KAUKAUNA,WI,44.27804,-88.27205,15854,Kaukauna
KEARNEY,MO,39.36778,-94.36217,9423,Kearney
KEARNEYSVILLE,WV,39.38816,-77.88555,0,Kearneysville
KEARNY,NJ,40.76843,-74.14542,42137,Kearny
KEENESBURG,CO,40.10832,-104.51996,1195,Keenesburg
KEMP,TX,32.44264,-96.22998,1256,Kemp
KENDALLVILLE,IN,41.44144,-85.26498,9927,Kendallville
KENLY,NC,35.59627,-78.12416,1450,Kenly
KENMARE,ND,48.67475,-102.08266,1083,Kenmare
KENNER,LA,29.99409,-90.24174,67091,Kenner
KENOSHA,WI,42.58474,-87.82119,99858,Kenosha
KENT,OH,41.15367,-81.35789,29810,Kent
KENT,WA,47.38093,-122.23484,126952,Kent
KENTWOOD,LA,30.93824,-90.50898,2340,Kentwood
KERMIT,TX,31.85763,-103.09267,6434,Kermit
KERNERSVILLE,NC,36.11986,-80.07365,23811,Kernersville
KERSEY,CO,40.38748,-104.56163,1577,Kersey
KEWASKUM,WI,43.52083,-88.22899,4096,Kewaskum
KEYSVILLE,VA,37.04043,-78.48333,812,Keysville
KIELER,WI,42.58139,-90.60263,497,Kieler
KILLDEER,ND,47.37196,-102.75408,1254,Killdeer
KILLEEN,TX,31.11712,-97.7278,140806,Killeen
KIMBALL,MN,45.31246,-94.30027,774,Kimball
KIMBALL,SD,43.74667,-98.95843,686,Kimball
KING CITY,MO,40.05138,-94.52412,1006,King City
KING GEORGE,VA,38.26818,-77.18442,4457,King George
KING OF PRUSSIA,PA,40.08927,-75.39602,19936,King of Prussia
KINGDOM CITY,MO,38.95282,-91.93907,130,Kingdom City
KINGFISHER,OK,35.86143,-97.93172,4865,Kingfisher
KINGMAN,AZ,35.18944,-114.05301,28912,Kingman
KINGSLAND,GA,30.79996,-81.68983,16487,Kingsland
KINGSPORT,TN,36.54843,-82.56182,53014,Kingsport
KINGSTON,TN,35.88091,-84.50854,5846,Kingston
KINGSTON SPRINGS,TN,36.102,-87.11501,2770,Kingston Springs
KINGSVILLE,OH,41.89089,-80.67619,0,Kingsville
KINGSVILLE,TX,27.51587,-97.85611,26225,Kingsville
KINSTON,NC,35.26266,-77.58164,21337,Kinston
KIOWA,OK,34.72065,-95.89916,695,Kiowa
KISSIMMEE,FL,28.30468,-81.41667,69152,Kissimmee
KITTERY,ME,43.08814,-70.73616,4562,Kittery
KNIGHTSTOWN,IN,39.7956,-85.52636,2120,Knightstown
KNOXVILLE,AL,33.59177,-85.89719,0,Knoxville
KNOXVILLE,IL,40.90837,-90.28485,2836,Knoxville
KNOXVILLE,TN,35.96064,-83.92074,190740,Knoxville
KODAK,TN,35.97453,-83.62684,0,Kodak
KOKOMO,IN,40.48643,-86.1336,57995,Kokomo
KOSCIUSKO,MS,33.058,-89.58956,7187,Kosciusko
KOSHKONONG,MO,36.59589,-91.6457,213,Koshkonong
KOSSE,TX,31.30768,-96.63192,462,Kosse
KREMMLING,CO,40.05887,-106.38892,1457,Kremmling
KUTTAWA,KY,37.05894,-88.13253,661,Kuttawa
KUTZTOWN,PA,40.51732,-75.77742,5028,Kutztown
KYLE,TX,29.98911,-97.87723,35733,Kyle
LA CROSSE,WI,43.80136,-91.23958,52306,La Crosse
LA FERIA,TX,26.15896,-97.82389,7338,La Feria
LA GRANDE,OR,45.32458,-118.08772,13074,La Grande
LA GRANGE,IL,41.80503,-87.86923,15723,La Grange
LA PLACE,LA,30.06698,-90.48147,29872,Laplace
LA PLATA,MO,40.02337,-92.49158,1336,La Plata
LA PORTE,IN,41.60774,-86.71389,21916,La Porte
LA SALLE,IL,41.33337,-89.09175,9609,La Salle
LA VERGNE,TN,36.01562,-86.58194,34794,La Vergne
LA VERNIA,TX,29.35635,-98.11556,1261,La Vernia
LA VILLA,TX,26.29868,-97.92861,2600,La Villa
LABELLE,FL,26.76173,-81.43841,4753,LaBelle
LADDONIA,MO,39.24254,-91.64544,510,Laddonia
LADSON,SC,32.98573,-80.10981,13790,Ladson
LADYSMITH,WI,45.46302,-91.10404,3188,Ladysmith
LAFAYETTE,IN,40.4167,-86.87529,71111,Lafayette
LAFAYETTE,LA,30.22409,-92.01984,121374,Lafayette
LAGRANGE,GA,33.03929,-85.03133,29588,LaGrange
LAKE,MS,32.3432,-89.32868,324,Lake
LAKE ARIEL,PA,41.45397,-75.38268,0,Lake Ariel
LAKE BUTLER,FL,28.50167,-81.54091,15400,Lake Butler
LAKE CHARLES,LA,30.21309,-93.2044,76070,Lake Charles
LAKE CITY,AR,35.81619,-90.43427,2324,Lake City
LAKE CITY,FL,30.18968,-82.63929,12161,Lake City
LAKE CITY,MN,44.44968,-92.2682,5027,Lake City
LAKE HAVASU CITY,AZ,34.4839,-114.32245,53553,Lake Havasu City
LAKE MILLS,WI,43.08139,-88.91177,5798,Lake Mills
LAKE ODESSA,MI,42.78476,-85.13834,2029,Lake Odessa
LAKE PANASOFFKEE,FL,28.777,-82.12,3551,Lake Panasoffkee
LAKE PARK,GA,30.68215,-83.17959,730,Lake Park
LAKE PARK,MN,46.88635,-96.0945,779,Lake Park
LAKE PLACID,FL,27.29834,-81.37124,2164,Lake Placid
LAKE STATION,IN,41.57504,-87.23892,12054,Lake Station
LAKE VILLAGE,AR,33.32873,-91.28178,2575,Lake Village
LAKE VILLAGE,IN,41.13753,-87.44864,765,Lake Village
LAKE WALES,FL,27.90141,-81.58591,15541,Lake Wales
LAKE ZURICH,IL,42.19697,-88.09341,19993,Lake Zurich
LAKELAND,FL,28.03947,-81.9498,104401,Lakeland
LAKEVILLE,MN,44.64969,-93.24272,60633,Lakeville
LAKIN,KS,37.94058,-101.25489,2202,Lakin
LAMAR,CO,38.08723,-102.62075,7555,Lamar
LAMAR,MO,37.49505,-94.27661,4361,Lamar
LAMAR,PA,41.01618,-77.5311,562,Lamar
LAMBSBURG,VA,36.58541,-80.76118,0,Lambsburg
LAMESA,TX,32.7376,-101.95099,9427,Lamesa
LAMONT,FL,30.37715,-83.81294,178,Lamont
LAMPASAS,TX,31.06378,-98.1817,7687,Lampasas
LANCASTER,MA,42.45565,-71.67312,7509,Lancaster
LANCASTER,MO,37.69893,-93.79604,1859,Stockton
LANCASTER,NY,42.90061,-78.67031,10258,Lancaster
LANCASTER,OH,39.71368,-82.59933,39766,Lancaster
LANCASTER,PA,40.03788,-76.30551,59339,Lancaster
LANCASTER,SC,34.72043,-80.7709,8956,Lancaster
LANEXA,VA,37.42376,-76.90108,0,Lanexa
LANSING,IL,41.56476,-87.53893,28349,Lansing
LANSING,MI,42.73253,-84.55553,112644,Lansing
LAPEER,MI,43.05142,-83.31883,8790,Lapeer
LARAMIE,WY,41.31137,-105.5911,32158,Laramie
LAREDO,TX,27.50641,-99.50754,256153,Laredo
LAROSE,LA,29.57244,-90.38175,7400,Larose
LARSEN,WI,44.19165,-88.624,0,Larsen
LAS CRUCES,NM,32.31232,-106.77834,101643,Las Cruces
LAS VEGAS,NM,35.59393,-105.2239,13386,Las Vegas
LAS VEGAS,NV,36.17497,-115.13722,641903,Las Vegas
LATHROP,MO,39.54834,-94.32995,2049,Lathrop
LATIMER,IA,42.76331,-93.36826,483,Latimer
LATTA,SC,34.3371,-79.43116,1351,Latta
LAUDERDALE,MS,32.52069,-88.5117,442,Lauderdale
LAUREL,DE,38.5565,-75.57131,4075,Laurel
LAUREL,MS,31.69405,-89.13061,18837,Laurel
LAUREL,MT,45.66912,-108.77153,6943,Laurel
LAUREL,NE,42.42944,-97.08977,935,Laurel
LAURENS,SC,34.49901,-82.01426,9166,Laurens
LAWRENCE,KS,38.97167,-95.23525,93917,Lawrence
LAWRENCE,MS,32.32514,-89.23284,0,Lawrence
LAWRENCEBURG,IN,39.09089,-84.84995,4960,Lawrenceburg
LAWRENCEBURG,TN,35.2423,-87.33474,10569,Lawrenceburg
LAWRENCEVILLE,PA,40.46757,-79.96061,638,Lawrenceville
LAWTEY,FL,30.04413,-82.07177,719,Lawtey
LAWTON,OK,34.60869,-98.39033,96655,Lawton
LE MARS,IA,42.79416,-96.16558,9761,Le Mars
LE ROY,IL,40.35198,-88.76424,3582,Le Roy
LEAKEY,TX,29.72884,-99.76145,424,Leakey
LEAVENWORTH,IN,38.19979,-86.34414,231,Leavenworth
LEBANON,IN,40.04837,-86.46917,15892,Lebanon
LEBANON,MO,37.6806,-92.66379,14688,Lebanon
LEBANON,NH,43.64229,-72.25176,13579,Lebanon
LEBANON,OH,39.43534,-84.20299,20623,Lebanon
LEBANON,PA,40.34093,-76.41135,25534,Lebanon
LEBANON,TN,36.20811,-86.2911,30262,Lebanon
LEBANON JUNCTION,KY,37.83451,-85.7319,1917,Lebanon Junction
LEBO,KS,38.41668,-95.85304,905,Lebo
LECANTO,FL,28.85165,-82.4876,5882,Lecanto
LEDGEWOOD,NJ,40.88121,-74.65599,0,Ledgewood
LEE,FL,28.81082,-81.87786,21993,Leesburg
LEE,MA,42.30425,-73.24816,2051,Lee
LEEDS,ND,48.28889,-99.43764,445,Leeds
LEESBURG,FL,28.81082,-81.87786,21993,Leesburg
LEESBURG,GA,31.73212,-84.17074,2983,Leesburg
LEESBURG,VA,39.11566,-77.5636,51209,Leesburg
LEESPORT,PA,40.44704,-75.96632,1883,Leesport
LEESVILLE,LA,31.14352,-93.261,6333,Leesville
LEESVILLE,SC,33.91014,-81.53733,5441,Batesburg-Leesville
LELAND,MS,33.40539,-90.8976,4188,Leland
